1571991787 0 0 0 0 0 0 0 0 0 0 0
1571992060 0 0 5 0 0 0 0 0 0 0 0
1571992107 0 0 5 0 0 0 0 0 0 0 0
1571992176 0 0 5 0 0 0 0 0 0 0 0
1571992184 0 0 5 0 0 0 1 0 0 0 0
1571992242 0 0 5 0 0 0 1 0 0 0 0
1571992513 2 0 5 0 0 0 1 0 0 0 0
1571997491 2 0 5 0 0 0 1 0 0 0 0
1572021368 2 35 5 0 0 0 1 0 0 0 0
1572095684 2 53 5 0 0 0 1 0 0 0 0
1572095844 2 55 5 0 0 0 1 0 0 0 0
1572095880 2 73 5 0 0 0 1 0 0 0 0
1572123861 2 82 5 0 0 0 1 0 0 0 0
1572274536 2 82 5 0 0 0 1 0 0 0 0
1572275376 2 82 5 0 0 0 1 38 0 0 0
1572275565 2 82 5 0 0 0 1 39 0 0 0
1572275941 2 82 5 0 0 0 1 59 0 0 0
1572276301 2 82 52 0 0 0 1 59 0 0 0
1572291566 41 82 52 0 0 0 1 59 0 0 0
1572426596 41 82 52 0 0 0 1 59 0 0 1
1572426711 41 82 52 0 0 0 1 59 0 0 49
1572473299 41 82 52 154 0 0 1 59 0 0 49
1572510395 41 82 52 216 0 0 1 59 0 0 49
1572522180 41 131 52 216 0 0 1 59 0 0 49
1572551597 41 131 52 216 0 0 1 59 0 0 49
1572594285 41 131 52 216 0 0 1 59 0 0 49
1572691870 41 302 52 216 0 0 1 59 0 0 49
1572706435 41 302 231 216 0 0 1 59 0 0 49
1572808315 60 302 231 216 0 0 1 59 0 0 49
1572886708 60 302 231 216 0 0 73 59 0 0 49
1572887022 60 302 231 216 0 97 73 59 0 0 49
1572887051 60 302 231 216 0 97 73 59 0 0 49
1572887409 60 302 231 216 0 97 73 59 0 0 49
1572893984 60 329 231 216 0 97 73 59 0 0 49
1572904592 71 329 231 216 0 97 73 59 0 0 49
1572971748 71 329 231 216 0 97 73 250 0 0 49
1573037224 71 329 264 216 0 97 73 250 0 0 49
1573127713 71 329 264 216 0 97 73 250 0 0 49
1573128493 71 329 264 216 0 97 73 274 0 0 49
1573128863 71 329 264 216 0 97 73 278 0 0 49
1573129321 71 329 264 216 0 97 73 279 0 0 49
1573129722 71 329 264 216 0 97 73 279 0 0 49
1573192693 71 329 264 216 0 97 73 279 0 0 49
1573410216 71 329 656 216 0 97 73 279 0 0 49
1573424911 506 329 656 216 0 97 73 279 0 0 49
1573471713 506 329 656 216 0 97 565 279 0 0 49
1573474730 506 329 656 216 0 97 581 279 0 0 49
1573476961 506 630 656 216 0 97 581 279 0 0 49
1573488322 506 630 656 216 0 650 581 279 0 0 49
1573497739 506 1088 656 216 0 650 581 279 0 0 49
1573497762 506 1289 656 216 0 650 581 279 0 0 49
1573497804 506 3478 656 216 0 650 581 279 0 0 49
1573498119 506 3591 656 216 0 650 581 279 0 0 49
1573498186 506 3591 656 216 0 650 581 279 0 0 49
1573722641 506 3591 656 216 0 650 1743 279 0 0 49
1573767420 506 3591 656 216 0 650 1743 279 0 0 49
1574015403 506 3591 656 216 0 650 1743 279 0 0 49
